Log,Label
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.Services.SecurityStoreManager.Services.Internal.ITrustStoreManagementService',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.System.Um.Services.Internal.IUserManagementService',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.System.Um.Services.Internal.IUserManagerConfigurationService',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.Device.Interface.Services.IDeviceControlService',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.System.Um.Services.Internal.IAuthorizationService',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.Services.SecurityStoreManager.Services.Internal.ITrustStoreManagementService',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.System.Um.Services.Internal.ISystemUseNotificationService',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Modules.Wbm.Um.Internal.UmHandler DEBUG - User manager configuration backuped,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering data provider UserManagementInfoDp for module Um,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering data provider UserManagementDp for module Um,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering data provider LdapDp for module Um,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering data provider SystemUseNotificationDp for module Um,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering page UserManager for module Um,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering page LdapConfiguration for module Um,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering language support en for module Um,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering language support de for module Um,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module Um was setup!,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Setting up WBM module Wcm,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.Services.SecurityStoreManager.Services.Internal.IIdentityStoreManagementService',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.Services.Wcm.Services.Internal.IWebConfigurationService',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering data provider WcmDp for module Wcm,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering page WebConfiguration for module Wcm,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering language support en for module Wcm,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleHandler DEBUG - Registering language support de for module Wcm,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module Wcm was setup!,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Configured component'Arp.Services.Wbm' in process 'MainProcess' .,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Configuring component 'Arp.Services.SystemEvents' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Configured component'Arp.Services.SystemEvents' in process 'MainProcess' .,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Configuring component 'Arp.System.RscGateway' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Configured component'Arp.System.RscGateway' in process 'MainProcess' .,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Nm.Internal.NotificationBroker.NotificationBroker DEBUG - Enabling checking of subscriptions,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'NotificationBro' starts.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.System.Um' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Modules.Wbm.LocalBusDiag.Internal.LocalBusDiagHandler DEBUG - OnAxiolineStateChanged - Axioline Configuration Unloaded. Status is RDY...,0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Device Info: article name AXC F 2152, article number 2404267, serial number 1368735890, firmware version 2022.9.0 (22.9.0.33), hardware version 04, fpga version 1.1.80",0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'UmSeTimeoutTsk' starts.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.System.Um' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.System.Watchdog.MainProcess' in process 'MainProcess'.,0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: External SD Card. Boot Device: internalSD, State: activated",0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Configured IP Addresses: Interface number 1 Ip Address 192.168.137.2460,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: NTP servers config. Servers Hostnames:,0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Firewall run status is Stopped, activation status is Deactivated, active tables: None",0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Security Profile status: Deactivated,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogRebootCounter DEBUG - OnPlcStateChangedNotification: called - newPlcState: 1,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Installed Apps: [],0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogRebootCounter DEBUG - OnPlcStateChangedNotification: called - newPlcState: 1048578,0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Identity Store for HTTPS certificate: HTTPS-self-signed, Given Identity Store for HTTPS certificate: HTTPS-self-signed,Self-signed certificate Identity Store HTTPS-self-signed, Cipher Suites Set: DefaultCiphers, TLS Versions: TLSv1.2;TLSv1.3",0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - searchCertainProcessAndGetInfo added process,      name: mainProcess",0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - searchCertainProcessAndGetInfo added process,      pid:  1626",0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - searchCertainProcessAndGetInfo added process,      name: ExternalIoProcess",0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - searchCertainProcessAndGetInfo added process,      pid:  1685",0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - searchCertainProcessAndGetInfo added process,      name: LocalIoProcess",0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - searchCertainProcessAndGetInfo added process,      pid:  1686",0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - createPidFilesForProcesses succeeded writing pid to file: /opt/plcnext/data/System/Watchdog/mainProcess.pid,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - createPidFilesForProcesses succeeded writing pid to file: /opt/plcnext/data/System/Watchdog/ExternalIoProcess.pid,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - createPidFilesForProcesses succeeded writing pid to file: /opt/plcnext/data/System/Watchdog/LocalIoProcess.pid,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogDaemonControl DEBUG - startDaemonInternal start watchdog dameon with arguments: /usr/sbin/watchdog   --config-file /opt/plcnext/data/System/Watchdog/WatchdogDaemon.config,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'Arp.System.Watc' starts.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.System.Watchdog.MainProcess' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Services.SpnsProxy' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.SpnsProxy.SpnsProxyComponent DEBUG - [776340].Start(): beg,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.SpnsProxy.SpnsProxyComponent DEBUG - [776340].Start(): end,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.Services.SpnsProxy' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Plc.Esm' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'EsmTaskQueueHig' starts.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'EsmTaskQueueLow' starts.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.Plc.Esm' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Plc.Manager' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'PlcManagerTaskQ' starts.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Plc.Domain.Internal.Condition.PlcConditionManager INFO - Starting Plc is delayed by 'Arp.Services.SystemEvents' because of 'Complete system start'. Timeout is set to 0 milliseconds.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Plc.Domain.Internal.PlcManager INFO - Plc state transition from 'Stop|Warm' to 'Stop|Warm|StartingDelayed',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogRebootCounter DEBUG - OnPlcStateChangedNotification: called - newPlcState: 3145730,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.Plc.Manager' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Device.Interface' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Device.Interface.DiComponent DEBUG - Start DeviceInterface,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'DI.UpdateSystem' starts.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Device.Interface.DeviceInterface INFO - Thread DI.UpdateSystemVariables is running,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Device.Interface.DeviceInterface DEBUG - User partition supported!,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Device.Interface.DeviceInterface DEBUG - Filesystem usage at start up: 25%,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'DI.LowPrioMonit' starts.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Device.Interface.Internal.MonitorThreads INFO - Thread DI.LowPrioMonitor is running,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.Device.Interface' in process 'MainProcess'.,0
"Apr 21 01:01:35 axcf2152 Arp.System.Application: Link state changed: interface 1, port 2, status Up",0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Services.PLCnextStore' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.PLCnextStore.PLCnextStoreComponent DEBUG - Component Start,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.PLCnextStore.Internal.PLCnextStoreService INFO - Will not start PLCnext-Store service. It is disabled via service settings.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.Services.PLCnextStore' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Services.Ehmi' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.Ehmi.EhmiComponent INFO - 3069292576   Start,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.Services.Ehmi' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Services.OpcUAServer' in process 'MainProcess'.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.OpcUAServerComponent DEBUG - StartUA,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.Config.OpcUAConfigManager DEBUG - Using existing self-signed certificate without modification.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.Config.CertificateFile DEBUG - Loaded private key file /opt/plcnext/Security/IdentityStores/OPC UA-self-signed/key.pem for self-signed certificate,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.Config.CertificateFile DEBUG - Loaded certificate file /opt/plcnext/Security/IdentityStores/OPC UA-self-signed/certificate.pem for self-signed certificate,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.Config.OpcUAConfigManager INFO - Using the self-signed certificate.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'OpcToGdsWorkerT' starts.,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.InformationModel.Common.SampleGroupManager INFO - SubscriptionKind is set to DirectRead,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.InformationModel.Gds.GdsNodeFilter DEBUG - Setting GdsPortsToProvide filter to 'None',0
Apr 21 01:01:35 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.OpcUAServerComponent DEBUG - FileNodeManager not active,0
Apr 21 01:01:35 axcf2152 Arp.System.Application: root DEBUG - ==> UaCoreServerApplication::start,0
Apr 21 01:01:35 axcf2152 sudo: plcnext_firmware : PWD=/var/volatile/tmp ; USER=root ; COMMAND=/usr/sbin/watchdog --config-file /opt/plcnext/data/System/Watchdog/WatchdogDaemon.config,0
Apr 21 01:01:35 axcf2152 watchdog[1831]: starting daemon (5.16):,0
"Apr 21 01:01:35 axcf2152 watchdog[1831]:  int=1s realtime=yes sync=no load=0,0,0 soft=no",0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  memory not checked,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  ping: no machine to check,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  file: no file to check,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  pidfile: /opt/plcnext/data/System/Watchdog/mainProcess.pid,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  pidfile: /opt/plcnext/data/System/Watchdog/ExternalIoProcess.pid,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  pidfile: /opt/plcnext/data/System/Watchdog/LocalIoProcess.pid,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  interface: no interface to check,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  temperature: no sensors to check,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  no test binary files,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  no repair binary files,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  error retry time-out = 0 seconds,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  repair attempts = 1,0
Apr 21 01:01:35 axcf2152 watchdog[1831]:  alive=/dev/watchdog1 heartbeat=[none] to=root no_act=no force=no,0
Apr 21 01:01:35 axcf2152 watchdog[1831]: cannot set timeout 60 (errno = 95 = 'Operation not supported'),0
Apr 21 01:01:35 axcf2152 watchdog[1831]: hardware watchdog identity: Watchdog Driver for axc2152,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.InformationModel.Gds.GdsNodeManager DEBUG - startUp - ENTRY,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.InformationModel.Gds.GdsNodeManager DEBUG - Clearing GdsNode Cache,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.InformationModel.Gds.GdsNodeManager DEBUG - startUp - RETURN,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: OpcServer INFO - OPC UA server opened endpoint URI opc.tcp://axcf2152:4840 listening at opc.tcp://axcf2152:4840,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.OpcUAServerComponent INFO - Started OPC UA Server successfully.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.Security.SessionManager DEBUG - Start - ENTRY,0
"Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.Security.SessionManager INFO - Applying configuration for client authentication to 1 endpoints: trustAll=true, checkCRLs=false, checkIssuerCRLs=false, ignoreValidity=false",0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.Security.SessionManager DEBUG - Start - creating new thread,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'OpcUASessionMan' starts.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.Security.SessionManager DEBUG - Start - new thread is started.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.Security.SessionManager DEBUG - Start - RETURN,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.Internal.InformationModel.Xml.NodeSetManager DEBUG - Entering start level 0,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.OpcUAServer.OpcUAServerComponent DEBUG - StartUA - RETURN,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.Services.OpcUAServer' in process 'MainProcess'.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Services.ProfiCloudV3' in process 'MainProcess'.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.ProfiCloudV3.Internal.ProfiCloudV3Manager DEBUG - Start,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.ProfiCloudV3.Internal.ProfiCloudV3Manager DEBUG - StartComponent,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.ProfiCloudV3.Internal.ProfiCloudV3Manager INFO - Proficloud (V3) service is disabled by configuration and won't start.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.Services.ProfiCloudV3' in process 'MainProcess'.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Services.GrpcLocal' in process 'MainProcess'.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Grpc.GrpcServerComponent DEBUG - gRPC server run!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Grpc.GrpcServerComponent INFO - gRPC Server listening on unix:/run/plcnext/grpc.sock,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Started component'Arp.Services.GrpcLocal' in process 'MainProcess'.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.Sm.ComponentsController DEBUG - Starting component 'Arp.Services.Wbm' in process 'MainProcess'.,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module AppManager,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module AppManager was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module CertificateAuthentication,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module CertificateAuthentication was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module Di,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module Di was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module FanControl,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module FanControl was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module FirmwareUpdater,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module FirmwareUpdater was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module Fwm,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module Fwm was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module Lm,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module Lm was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module LocalBusDiag,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module LocalBusDiag was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module NetConf,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module NetConf was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module NotificationLog,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module NotificationLog was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module PLCnextStore,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module PLCnextStore was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module ProfiCloudV3,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module ProfiCloudV3 was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module Profinet,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module Profinet was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module RealTimeClock,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module RealTimeClock was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module Scm,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module Scm was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module SdCard,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - WBM module SdCard was started!,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Io.Axioline.Internal.AxioDataExchange INFO - AxioDataExchange: PD not enabled Buffer are invalid,0
Apr 21 01:01:36 axcf2152 Arp.System.Application: Arp.Services.Wbm.Internal.Modules.WbmModuleManager DEBUG - Starting WBM module Splc,0
